"agreement","annotation_id","annotator","created_at","data_id","id","label","lead_time","simple_sentences","text","updated_at"
100.0,92260290,"a.shirin300101@gmail.com","2026-03-30T08:13:15.708231Z","cede9a8f342d492ca47a512fce8c8129-1",257100359,"нерелевантный",62.938,"{""text"":[""Когда мне бывает плохо."",""Я набираю текст в Ворде."",""Описываю свои проблемы."",""А потом, пару раз перечитав, удаляю его нафиг.""]}","Когда мне бывает плохо, я набираю текст в Ворде, где описываю свои проблемы, а потом, пару раз перечитав, удаляю его нафиг.","2026-03-30T08:13:15.708244Z"
100.0,92263233,"a.shirin300101@gmail.com","2026-03-30T08:16:32.457402Z","623bc2c1314342e78ad3bd003f3622ce-4",257100360,"защитные факторы/выражение любви;защитные факторы/наличие позитивных социальных связей",194.164,"{""text"":[""Подруга учится в другом городе. "",""Я восхищаюсь, я в чём-то пытаюсь походить на неё."","" С которой мы можем долго разговаривать на разные темы."",""Которая понимает меня и выслушивает.""]}","Та подруга, которой я восхищаюсь и в чем то пытаюсь походить на нее, с которой мы можем долго разговаривать на разные темы, которая понимает меня и выслушивает учится в другом городе.","2026-03-30T08:16:32.457412Z"
100.0,92263278,"a.shirin300101@gmail.com","2026-03-30T08:17:18.359128Z","5bb3bfb499454ec2801d1488478ea0c8-16",257100361,"защитные факторы/наличие целей, планов на будущее, любимого дела",44.304,"{""text"":[""Буду периодически устраивать себе хоть какие-то встряски и развлечения. "",""Но есть понимание."",""Кардинально ничего не изменится.""]}","Буду периодически устраивать себе хоть какие-то встряски и развлечения, но есть понимание, что кардинально ничего не изменится.","2026-03-30T08:17:18.359141Z"
100.0,92263828,"a.shirin300101@gmail.com","2026-03-30T08:17:58.675557Z","be68506ac6f24ad2ac3520aee6c34694-25",257100362,"защитные факторы/наличие позитивных социальных связей",38.895,"{""text"":[""Он хвалил меня и говорил."",""Я самая красивая и самая лучшая.""]}","Он хвалил меня, говорил, что я самая красивая, самая лучшая.","2026-03-30T08:17:58.675570Z"
100.0,92264714,"a.shirin300101@gmail.com","2026-03-30T08:18:26.126555Z","a8176cd8b6084f189557d083920bc0a8-17",257100363,"клинические проявления/бессоница;чувства/беспомощность, безвыходность, безнажежность, отчаяние",26.029,"{""text"":[""Иногда я в отчаянии."",""Лежу и не могу заснуть.""]}","Иногда я в отчаянии, когда лежу и не могу заснуть.","2026-03-30T08:18:26.126568Z"
100.0,92265081,"a.shirin300101@gmail.com","2026-03-30T08:19:18.417262Z","327ebe0058a44ca396a7471291a24d72-0",257100364,"клинические проявления/депрессия",49.721,"{""text"":[""Меня снова спустя 2 года поглотила жестокая депрессия."",""(Я) побывал у врачей."",""Прописали на первый раз занять себя чем-нибудь.""]}","меня снова спустя 2 года поглотила жестокая депрессия, побывал у врачей - прописали на первый раз занять себя чем-нибудь.","2026-03-30T08:19:18.417278Z"
100.0,92265614,"a.shirin300101@gmail.com","2026-03-30T08:19:46.037787Z","3b7d50f3b2ce402d861c4b4a20cd5966-2",257100365,"защитные факторы/наличие позитивных социальных связей",26.063,"{""text"":[""До того как мне исполнилось 10."",""Мы с мамой были лучшими подругами.""]}","До того как мне исполнилось 10 мы с мамой были лучшими подругами.","2026-03-30T08:19:46.037799Z"
100.0,92266203,"a.shirin300101@gmail.com","2026-03-30T08:20:48.745911Z","1c44806a8bc84213ad3c28af8b22b045-22",257100366,"клинические проявления/расстройство пищевого поведения (рпп)",61.214,"{""text"":[""Либо наедаюсь на ночь картошки со свининой (как только что произошло)."",""Хотя неделю назад я сидела на строго правильном питании.""]}","либо наедаюсь на ночь картошки со свининой( как только что произошло) хотя неделю назад я сидела на строго правильном питании.","2026-03-30T08:20:48.745921Z"
100.0,92271599,"a.shirin300101@gmail.com","2026-03-30T08:27:59.211778Z","e38c739272d14c98925338693fddf755-0",257100367,"нерелевантный",427.822,"{""text"":[""Учителя ставят ученика перед выбором."",""Либо ты получишь пизды от учителя."",""Либо (ты получишь пизды) от одноклассников.""]}","Учителя ставят ученика перед выбором: либо ты получишь пизды от учителя, либо от одноклассников.","2026-03-30T08:27:59.211789Z"
100.0,92272261,"a.shirin300101@gmail.com","2026-03-30T08:28:45.561289Z","73008db2c1014a4cb2e3cde965811df1-18",257100368,"смерть/смерть, несчастный случай или суицид близких",44.76,"{""text"":[""На всё наплевать."",""Каждый день прохожу мимо места."",""Я видела самоубийство одного парня.""]}","на все наплевать, каждый день прохожу мимо места, где я видела самоубийства одного парня.","2026-03-30T08:28:45.561300Z"
100.0,92272803,"a.shirin300101@gmail.com","2026-03-30T08:29:32.709363Z","cab14efe0d69411ea4d4cef2f790091b-5",257100369,"клинические проявления/депрессия;чувства/одиночество, непонимание, изоляция, брошенность",45.4,"{""text"":[""И тут я понял."",""Меня настигла депрессия одиночества.""]}","И тут я понял что меня настигла депрессия одиночества.","2026-03-30T08:29:32.709376Z"
100.0,92273679,"a.shirin300101@gmail.com","2026-03-30T08:30:38.450251Z","32a26b054c444977a94cd59928fa75ec-14",257100370,"проблемы в семье/сложные отношения с родственниками",52.439,"{""text"":[""Маме рассказываю о проблеме."",""Она говорит."",""Сама выбрала.""]}","Маме рассказываю о проблеме, она говорит, что мол сама выбрала.","2026-03-30T08:30:38.450270Z"
100.0,92275765,"a.shirin300101@gmail.com","2026-03-30T08:32:41.904372Z","8b5abffe7da5496e93e9a195485a2b93-6",257100371,"нерелевантный",111.722,"{""text"":[""Так как ВЫ сотрудники правоохранительных структур."",""Вы боретесь за права и свободы каждого ГРАЖДАНИНА."",""ВАС всех вводят в заблуждение."",""Те, с кем ВЫ непосредственно работаете плечом к плечу."",""Тем самым создавая искусственным способом многие преступления, а также суицидальное поведение ЧЕЛОВЕКА."",""Тем самым водя ВАС ВСЕХ ЗА НОС."",""Вы искали виновных на стороне.""]}","Так как ВЫ сотрудники правоохранительных структур и боретесь за права и свободы каждого ГРАЖДАНИНА, ВАС всех вводят в заблуждение, те с кем ВЫ непосредственно работаете плечом к плечу, тем самым создавая искусственным способом многие преступления, а так же суицидальное поведение ЧЕЛОВЕКА, тем самым водя ВАС ВСЕХ ЗА НОС, что бы вы искали виновных на стороне.","2026-03-30T08:32:41.904386Z"
"","","","","3d92bd9e71ef47dda1327d5722adfc4a-88",257100372,"защитные факторы/наличие позитивных социальных связей","","","Еще ко всему мой лучшей друг встречался с Её лучшей подругой.",""
100.0,92278730,"a.shirin300101@gmail.com","2026-03-30T08:34:03.263520Z","b07923d406ce42a5a52ba17137b04906-1",257100373,"нерелевантный",67.737,"{""text"":[""Я вам могу рассказать, но не рассказываю же лол. "",""Как стоит умереть.""]}","я вам могу рассказать о том как стоит умереть но не рассказываю же лол. ""","2026-03-30T08:34:03.263533Z"
"","","","","4a49410e7d214332be4a4cb4e6dc894e-10",257100374,"нерелевантный","","","Так я с ней и познакомился впервые.",""
100.0,92280383,"a.shirin300101@gmail.com","2026-03-30T08:35:31.398109Z","717c8f5106144a4a9555a321a0ffa3c6-1",257100375,"смерть/мысли о смерти;чувства/душевное опустошение, подавленность, тоска, грусть;чувства/одиночество, непонимание, изоляция, брошенность",79.792,"{""text"":[""Я не знаю куда бежать."",""С кем я могу поделиться своим желанием умереть, своей болью."",""(Боль) я не могу заглушить ни на минуту.""]}","Я не знаю куда бежать и с кем я могу поделиться своим желание умереть, своей болью, которую я не могу заглушить ни на минуту.","2026-03-30T08:35:31.398121Z"
"","","","","48201f6b111d406d957334c00112b575-1",257100376,"защитные факторы/наличие позитивных социальных связей","","","Единственное, что останавливает от ухода - родные.",""
"","","","","c8fd2fc57f7740b790143e6a0f5e831a-13",257100377,"чувства/одиночество, непонимание, изоляция, брошенность","","","А я всё ещё чувствую себя никому ненужной.",""
"","","","","36effae7c3264d209134c53e6e12f62e-5",257100378,"проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений","","","А я по ее мнению - самый худший человек на свете.",""
"","","","","ce28f21732dc4d7691b89c09ee193aab-0",257100379,"смерть/мысли о смерти","","","Я больше не хочу жить и не могу!",""
100.0,92282576,"a.shirin300101@gmail.com","2026-03-30T08:37:49.976711Z","e68792600691438da7d7c9bb0a01e511-0",257100380,"чувства/душевное опустошение, подавленность, тоска, грусть;чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",37.966,"{""text"":[""Я не хочу жить так."",""Я не хочу жить здесь своей жизнью."",""Я не хочу быть собой."",""Я просто хочу исчезнуть.""]}","я не хочу жить так, я не хочу жить здесь своей жизнью, я не хочу быть собой я просто хочу исчезнуть","2026-03-30T08:37:49.976723Z"
100.0,92283154,"a.shirin300101@gmail.com","2026-03-30T08:38:57.390188Z","0c6cd8dcdc154b2daa8c3ab90498638c-9",257100381,"нерелевантный",65.739,"{""text"":[""Дайте, пожалуйста, мне наводку."",""Как стоит поступать."",""Просто сейчас я глупая и маленькая."",""Поступлю так и сделаю тем самым для себя хуже.""]}","дайте пожалуйста мне наводку как стоит поступать, просто сейчас я глупая маленькая поступлю так и сделаю тем самым для себя хуже","2026-03-30T08:38:57.390203Z"
100.0,92288898,"a.shirin300101@gmail.com","2026-03-30T08:48:51.370095Z","e32cf9090f954df5b01fb016fc3f2766-11",257100382,"смерть/мысли о смерти;чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",215.336,"{""text"":[""Я хочу умереть."",""Потому что не хочу этих проблем и этого стыда."",""Я знаю, что сама во всём виновата.""]}","Я хочу умереть просто потому что не хочу этих проблем и этого стыда, и знаю что сама во всем виновата.","2026-03-30T08:48:51.370107Z"
100.0,92289020,"a.shirin300101@gmail.com","2026-03-30T08:50:36.910637Z","9997c9b34e904e458e4e40ec35817620-22",257100383,"проблемы в семье/сложные отношения с родственниками",103.97,"{""text"":[""И даже сегодня, в мой день рождения я пишу это, слушая постоянные оскорбления."",""(День рождения) я никогда не праздную."",""Я не получаю подарков."",""Я не заработала на них."",""В смысле, на работу я не хожу.""]}","И даже сегодня, в мой день рождения, который я никогда не праздную и не получаю подарков, потому что я не заработала на них ( в смысле на работу я не хожу, я пишу это, слушая постоянные оскорбления.","2026-03-30T08:50:36.910649Z"
100.0,92289119,"a.shirin300101@gmail.com","2026-03-30T08:51:38.022489Z","4840b00f12474077960a610127f20748-20",257100384,"проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений;смерть/мысли о смерти",59.119,"{""text"":[""Мучила я его своими страхами и мыслями о суициде долго."",""Он меня решил бросить.""]}","Мучила я его своими страхами и мыслями о суициде долго, пока он меня не решил бросить.","2026-03-30T08:51:38.022503Z"
100.0,92290575,"a.shirin300101@gmail.com","2026-03-30T08:57:21.326189Z","cfb4ec6c221a40ada70d195d300de0b1-4",257100385,"нерелевантный",341.611,"{""text"":[""Мы гуляли вдвоём."",""Её подруга постоянно путалась у нас под ногами."",""Я ей объяснял, что она третий лишний."",""Она всё-таки продолжала ходить за нами."",""Я услышал разговор своих однокурсников.""]}","Когда мы гуляли в 2ем то ее подруга постоянно путалась у нас под ногами, я ей объяснял что 3тий лишний, но она всетаки продолжали ходить за нами, и тут я услышал разговор своих однокурсников.","2026-03-30T08:57:21.326202Z"
100.0,92290631,"a.shirin300101@gmail.com","2026-03-30T08:57:56.021511Z","423ad013ad8b4490ac71fc1117ea5ee5-3",257100386,"чувства/душевное опустошение, подавленность, тоска, грусть",33.242,"{""text"":[""Обидно."",""Молодость превратилась в ад.""]}","Обидно, что молодость превратилась в ад.","2026-03-30T08:57:56.021522Z"
100.0,92290707,"a.shirin300101@gmail.com","2026-03-30T08:58:52.576233Z","3970ab0b880146ceb41ec55b40d8c6fd-23",257100387,"клинические проявления/плач, истерики",55.145,"{""text"":[""Я плачу каждый день."",""Мне говорят, что это ненормально, что так нельзя."",""Нужно уже отпустить ситуацию и жить обычной жизнью.""]}","я плачу каждый день, а мне говорят, что это ненормально, что так нельзя, нужно уже отпустить ситуацию и жить обычной жизнью.","2026-03-30T08:58:52.576245Z"
100.0,92290748,"a.shirin300101@gmail.com","2026-03-30T08:59:19.858434Z","68964120f15041e4afaf05b50e481199-1",257100388,"смерть/мысли о смерти",25.799,"{""text"":[""Меня зовут Галя."",""В последнее время я не хочу жить!""]}","Меня зовут Галя, и в последнее время я не хочу жить!","2026-03-30T08:59:19.858447Z"
"","","","","48515b18f9bd4cc38a2cf6890e18e434-0",257100389,"нерелевантный","","","Хз че имеется ввиду под боязнью одиночества.",""
100.0,92291959,"a.shirin300101@gmail.com","2026-03-30T09:01:32.867346Z","9a38551d58d749d5ab084898fbae367b-33",257100390,"проблемы в семье/сложные отношения с родственниками",112.755,"{""text"":[""Мама смеялась и улыбалась, типа это так мило. "",""Вот ты какая у меня толстенькая, глупенькая."",""Я попадала в неудобные ситуации."",""Что я чувствовала в эти моменты — не важно.""]}","Или мама смеялась, вот ты какая у меня толстенькая, глупенькая и улыбалась типа это так мило, когда я попадала в неудобные ситуации, а что я чувствовала в эти моменты – не важно.","2026-03-30T09:01:32.867359Z"
"","","","","f293d09cf67a4a808ffb77afe36c5311-3",257100391,"смерть/мысли о смерти","","","Я хочу любым способом умереть.",""
100.0,92292043,"a.shirin300101@gmail.com","2026-03-30T09:02:22.667317Z","4ffb016912de437983ffee03bb3f358b-1",257100392,"смерть/мысли о смерти",40.156,"{""text"":[""Я живу."",""У меня нет сил умереть.""]}","Я живу только потому, что у меня нет сил умереть.","2026-03-30T09:02:22.667331Z"
100.0,92292070,"a.shirin300101@gmail.com","2026-03-30T09:02:38.136615Z","a53af3d0292141bb9191bf9f45a20d5b-5",257100393,"смерть/мысли о смерти",13.953,"Хочу покончить с собой самоубийством.","Поэтому хочу покончить с собой самоубийством.","2026-03-30T09:02:38.136629Z"
"","","","","88d97530e0554c6cb04c35653c23c890-32",257100394,"чувства/душевное опустошение, подавленность, тоска, грусть","","","В норму я так и не пришёл.",""
100.0,92292249,"a.shirin300101@gmail.com","2026-03-30T09:04:33.331620Z","d249f96fd6b545c5a4246a0925284156-1",257100395,"смерть/мысли о смерти",100.381,"{""text"":[""Я умирал каждый раз."",""Я не могу умереть до конца."",""Да и перезагрузить меня можно."",""Я знаю, какими частями я бы хотел жить."",""Я не хочу быть тем, кого из меня пытались делать."",""Если я разрушу себя, в итоге это моё решение.""]}","я умирал каждый раз. я не могу умереть до конца, да и перезагрузить меня можно но я знаю какими частями я бы хотел жить и что я не хочу быть тем кого из меня пытались делать если я разрушу себя в итоге это мое решение","2026-03-30T09:04:33.331632Z"
100.0,92292315,"a.shirin300101@gmail.com","2026-03-30T09:05:20.806286Z","b2c4b5d680324eb59153268559a01b44-7",257100396,"чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",44.619,"{""text"":[""В общем, простите за сумбурность."",""Мне просто очень плохо."",""Морально я мертва уже давно."",""Я - никто и звать меня - никак.""]}","В общем, простите за сумбурность, мне просто очень плохо, морально я мертва уже давно, я -никто и звать меня-никак.","2026-03-30T09:05:20.806302Z"
100.0,92297521,"a.shirin300101@gmail.com","2026-03-30T09:53:08.570988Z","c7cfa14a6211430aaf4369799b7100df-2",257100397,"чувства/душевное опустошение, подавленность, тоска, грусть",2866.289,"{""text"":[""Я больше не вижу смысла в жизни."",""Я не смогу испытать счастье."",""Я сожалею о том, что не способен что-то предпринять."",""Я ничего не могу сделать с этим чувством, только испытывать боль.""]}","Я больше не вижу смысла в жизни, я не смогу испытать счастье, я сожалею о том, что не способен что-то предпринять, и в тоже время я ничего не могу сделать с этим чувством, только испытавать боль.","2026-03-30T09:53:08.571001Z"
100.0,92297563,"a.shirin300101@gmail.com","2026-03-30T09:53:44.600533Z","c20a4d0a58d1471e8e9c1ccb36c68636-1",257100398,"нерелевантный",34.587,"{""text"":[""Особо ни на что не рассчитываю."",""Чтобы потом не расстраиваться."",""Но всё равно жду результатов 29 числа.""]}","Особо ни на что не рассчитываю, чтобы потом не расстраиваться, но все равно жду результатов 29 числа","2026-03-30T09:53:44.600545Z"
100.0,92297711,"a.shirin300101@gmail.com","2026-03-30T09:55:17.883057Z","2d49ac77d4874475ad58c0dd190f28c7-0",257100399,"смерть/мысли о смерти",90.244,"{""text"":[""Я не хочу жить."",""Я понимаю, что  (жизнь) мне не нужна."",""Какие есть причины против моего самоубийства?""]}","Я не хочу жить потому что понимаю что она мне не нужна, какие есть причины против моего самоубийства?","2026-03-30T09:55:17.883070Z"
100.0,92297800,"a.shirin300101@gmail.com","2026-03-30T09:56:36.102073Z","c092b9cc19e9462581095aa41e9b7ce8-2",257100400,"нерелевантный",75.105,"{""text"":[""И говорить, что настоящие страдания только скрытые от всех."",""Это как говорить, что те, кто реально хочет умереть, уже в гробу.""]}","и говорить что настоящие страдания только скрытые от всех - это как говорить что те, кто реально хочет умереть уже в гробу.","2026-03-30T09:56:36.102088Z"
100.0,92297830,"a.shirin300101@gmail.com","2026-03-30T09:57:05.046764Z","1eb6d6baa05d49b2af0f6111717f996f-6",257100401,"деструктивное поведение/проблемы с законом, дисциплиной;чувства/одиночество, непонимание, изоляция, брошенность",27.434,"{""text"":[""В школе и колледже я был двоечником."",""Я был не общителен с людьми.""]}","В школе колледже я был двоечником, не общителен с людьми.","2026-03-30T09:57:05.046774Z"
100.0,92297853,"a.shirin300101@gmail.com","2026-03-30T09:57:25.269117Z","1fd73cef27da4e87a94c5f80b7e8403b-0",257100402,"чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",18.823,"Ненавижу себя.","ненавижу себя ненавижу себя ненавижу себя ненавижу себя ненавижу себя ненавижу себя ненавижу себя ненавижу себя","2026-03-30T09:57:25.269128Z"
100.0,92297918,"a.shirin300101@gmail.com","2026-03-30T09:58:27.054329Z","0f7db16199ef4fb6b40a9ef7c0b5d6c8-0",257100403,"нерелевантный",60.428,"{""text"":[""Вы шутите."",""В 25 у вас кости ломит."",""После 30 жизни вообще нет."",""Люди за 50 выглядят вот так.""]}","пока вы шутите, что в 25 у вас кости ломит, а после 30 жизни вообще нет, люди за 50 выглядят вот так:","2026-03-30T09:58:27.054341Z"
"","","","","d8843561911045d7a555fff56d18b095-1",257100404,"нерелевантный","","","Как низко мне еще предстоит пасть ради гемов!",""
100.0,92297966,"a.shirin300101@gmail.com","2026-03-30T09:59:08.490738Z","e7aafa421321486f98176bd6d3d26b1f-1",257100405,"деструктивное поведение/проблемы с законом, дисциплиной",29.713,"{""text"":[""Раньше я находилась под властью ужаснейшей из мерзостей. "",""Я воровала деньги у родителей.""]}","Раньше я находилась под властью ужаснейшей из мерзостей, а именно, я воровала деньги, у родителей.","2026-03-30T09:59:08.490752Z"
100.0,92298071,"a.shirin300101@gmail.com","2026-03-30T10:00:25.266485Z","3b1a2e73039b4bd4a1b027486c9fbd84-0",257100406,"клинические проявления/физические заболевания, инвалидность",75.27,"{""text"":[""Эта ночь была одна из самых ужасных."",""Я в бреду прям была."",""У меня не было таблеток сбить температуру, тем более такую высокую.""]}","эта ночь была одна из самых ужасных, я в бреду прям была, потому что у меня не было таблеток сбить температуру, тем более такую высокую","2026-03-30T10:00:25.266497Z"
100.0,92298135,"a.shirin300101@gmail.com","2026-03-30T10:01:15.435220Z","b5283797a8264716b4c25dd637d2c091-9",257100407,"проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений;смерть/мысли о смерти",48.622,"{""text"":[""Она меня удалила везде, где только можно."",""Она не хочет меня видеть и слышать."",""Я хочу после этого покончить с собой.""]}","она меня удалила везде, где только можно и не хочет меня видеть и слышать, я хочу после этого покончить с собой.","2026-03-30T10:01:15.435230Z"
100.0,92298260,"a.shirin300101@gmail.com","2026-03-30T10:02:47.608412Z","340fa386e28749f2bb0b59d80fbbf88a-3",257100408,"проблемы во внешнем мире/травля, физическое насилие;смерть/мысли о смерти;чувства/агрессия, гнев, обида, злость, раздражительность, ревность, несправедливость",88.155,"{""text"":[""Меня всё бесит."",""С одноклассниками всегда проблемы."",""Они обзывают, всячески издеваются."",""Тогда зачем вообще жить?"",""Даже смысла нет."",""Все скажут: «Ой, да тебе 16, всё будет хорошо, это просто подростковый возраст»."",""Но нет, я давно хочу умереть.""]}","меня все бесит, с одноклассниками всгда проблемы, они обзывают, всячески издеваются, тогда зачем вообще жить даже смысла нет) все скажут, ой да тебе 16, все будет хорошо, это просто подроськовый возрост, но нет я давно хочу умереть.","2026-03-30T10:02:47.608426Z"
100.0,92298302,"a.shirin300101@gmail.com","2026-03-30T10:03:20.530184Z","149be39c33834807af2f6132a89623e3-1",257100409,"чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",31.433,"{""text"":[""Может, это расплата за какие-то мои грехи?"",""О коих я уже и забыла.""]}","Может это расплата за какие -то мои грехи о коих я уже и забыла?","2026-03-30T10:03:20.530201Z"
100.0,92298629,"a.shirin300101@gmail.com","2026-03-30T10:09:18.648241Z","1b04c41688c34d6088bf87f2b65d082e-1",257100410,"защитные факторы/позитивные установки",356.727,"{""text"":[""Я уже не знаю как, но пока живу."",""Живу через силу, пытаюсь выкарабкаться из проблем.""]}","Я уже не знаю как, но пока живу, через силу, пытаюсь выкарабкаться из проблем.","2026-03-30T10:09:18.648254Z"
100.0,92298651,"a.shirin300101@gmail.com","2026-03-30T10:09:40.130412Z","c91f1b01533b4454b2ed598bbb369be8-23",257100411,"клинические проявления/физические заболевания, инвалидность",20.088,"{""text"":[""После родов у меня проблемы со здоровьем."",""У меня судороги.""]}","После родов у меня проблемы со здоровьем, у меня судороги.","2026-03-30T10:09:40.130423Z"
